Leaf Structure Index,Chlorophyll index,Water index,Cellulose Absorption Index,Nitrogen Related Index NRI1510,Nitrogen Related Index NRI850,Disease Water Stress Index 1,Disease Water Stress Index 2,Disease Water Stress Index 3,Disease Water Stress Index 4,Chlorophyll content
9.777627939999999906e-01,3.017053505999999885e+00,1.458089499999999997e-02,-3.702117690000000239e-01,4.300144579999999883e-01,7.211884259999999935e-01,1.498113199000000062e+00,2.209396625000000114e+00,4.662293982999999642e+00,2.110211416999999923e+00,9.372261899999999313e-02
9.859449949999999907e-01,3.337988167999999867e+00,1.157606899999999960e-02,-4.134210660000000037e-01,4.547947290000000087e-01,7.346244530000000106e-01,1.460183554999999966e+00,2.562070401999999802e+00,4.807391478000000440e+00,1.876369780999999959e+00,9.504057000000000477e-02
9.800914130000000224e-01,3.026378900000000094e+00,1.436650299999999922e-02,-4.292971500000000162e-01,4.520173470000000138e-01,7.586864979999999870e-01,1.560562060999999945e+00,2.060895475000000143e+00,5.241312118999999825e+00,2.543220741999999923e+00,1.252053720000000092e-01
9.815308029999999517e-01,3.367967122000000035e+00,1.524707999999999966e-02,-4.100786840000000266e-01,4.007932900000000243e-01,7.409176410000000157e-01,1.592973680999999919e+00,2.368342992000000091e+00,4.671421106000000378e+00,1.972442809999999991e+00,9.212971999999999828e-02
9.800257909999999795e-01,3.087678032999999989e+00,1.205926000000000047e-02,-3.867233119999999857e-01,4.707053959999999981e-01,7.374344179999999804e-01,1.459261973999999906e+00,2.294852393999999851e+00,4.968621040000000377e+00,2.165115740000000066e+00,1.127861279999999994e-01
9.799848899999999974e-01,3.319976512000000213e+00,1.190663699999999943e-02,-4.153203500000000048e-01,4.803972320000000074e-01,7.528512469999999457e-01,1.471666211000000057e+00,2.490117388999999903e+00,5.379579982000000093e+00,2.160372038999999855e+00,1.057958400000000021e-01
9.741518470000000152e-01,3.682257816999999989e+00,1.273529399999999943e-02,-4.395837850000000047e-01,5.210383130000000307e-01,7.854163819999999685e-01,1.512421696999999954e+00,2.697379172000000214e+00,5.827827378000000280e+00,2.160551782999999837e+00,1.255281689999999950e-01
9.799551570000000211e-01,3.621119343000000157e+00,1.517844900000000011e-02,-4.439525690000000191e-01,4.620877769999999773e-01,7.745090799999999609e-01,1.601800247999999982e+00,2.464223142999999894e+00,5.110418253999999827e+00,2.073845572000000193e+00,1.218041130000000055e-01
9.629524200000000311e-01,3.788697863999999971e+00,1.296275600000000063e-02,-4.097369590000000117e-01,4.669081549999999914e-01,7.544793549999999627e-01,1.511773274999999916e+00,2.859208600000000100e+00,4.847386275999999938e+00,1.695359433999999998e+00,9.505985799999999708e-02
9.688097490000000533e-01,3.710709491999999887e+00,1.496889900000000079e-02,-4.326611839999999765e-01,4.144905839999999952e-01,7.597819860000000203e-01,1.625544702000000008e+00,2.531253308999999785e+00,4.636368290000000059e+00,1.831649276000000048e+00,1.048419810000000008e-01
9.694810769999999689e-01,3.430315833999999953e+00,1.451985599999999939e-02,-4.302375130000000159e-01,4.521308829999999834e-01,7.641857450000000274e-01,1.559309051000000057e+00,2.372497561999999949e+00,5.019335319999999712e+00,2.115633498999999862e+00,1.204860620000000049e-01
9.755817639999999624e-01,3.971000420999999836e+00,1.341800500000000021e-02,-4.714935049999999794e-01,5.250813220000000170e-01,8.058207189999999631e-01,1.568044889999999913e+00,2.798236992000000090e+00,6.233441509000000380e+00,2.227631729000000060e+00,1.290389419999999898e-01
9.786392720000000045e-01,3.468509424000000063e+00,1.310082299999999929e-02,-4.249879570000000273e-01,4.704042290000000071e-01,7.581661840000000208e-01,1.511972266999999981e+00,2.477522897000000057e+00,4.968831100000000056e+00,2.005564147999999935e+00,1.145913910000000008e-01
9.770430970000000270e-01,3.330287585000000217e+00,1.248325299999999971e-02,-4.046736890000000031e-01,5.070588019999999752e-01,7.675653439999999827e-01,1.482328163999999893e+00,2.416641344999999941e+00,5.465620134999999991e+00,2.261659616000000206e+00,1.273895580000000138e-01
9.774428530000000004e-01,3.487488542999999996e+00,1.210474500000000009e-02,-4.103096540000000236e-01,5.111541560000000262e-01,7.673144440000000399e-01,1.457822313000000092e+00,2.617762949999999922e+00,5.451165548999999722e+00,2.082375544000000023e+00,1.218139129999999959e-01
9.726473869999999744e-01,3.483614589000000095e+00,1.272632400000000066e-02,-4.220490680000000272e-01,5.082033049999999941e-01,7.709169970000000482e-01,1.482907761999999963e+00,2.537830855000000163e+00,5.390224448999999751e+00,2.123949450000000017e+00,1.274094960000000110e-01
9.719178069999999670e-01,2.993583157999999855e+00,1.163835099999999990e-02,-4.147270809999999974e-01,5.006116910000000253e-01,7.527580710000000286e-01,1.443264163000000044e+00,2.209785087999999842e+00,5.447812331999999813e+00,2.465313193000000069e+00,1.251983969999999891e-01
9.702109249999999463e-01,3.303445347999999893e+00,1.253400300000000016e-02,-4.042541319999999883e-01,5.004799450000000371e-01,7.568967559999999484e-01,1.456703950000000081e+00,2.453819281999999991e+00,5.260299254000000424e+00,2.143719096999999962e+00,1.133517019999999986e-01
9.754048260000000026e-01,3.373294832000000021e+00,1.226021100000000003e-02,-4.038960879999999865e-01,4.955612160000000266e-01,7.596063149999999764e-01,1.473516475000000048e+00,2.497665970999999985e+00,5.373646746999999557e+00,2.151467333999999898e+00,1.181993360000000021e-01
9.751056059999999581e-01,3.545874282000000211e+00,1.465309899999999929e-02,-4.321390920000000024e-01,4.418821050000000250e-01,7.673349430000000471e-01,1.593876840000000072e+00,2.426921617000000087e+00,5.008232904999999846e+00,2.063615432999999832e+00,1.189201690000000061e-01
9.757800119999999744e-01,3.224872664999999916e+00,1.348431500000000019e-02,-4.185549920000000146e-01,3.971439210000000108e-01,7.330056780000000494e-01,1.569152643000000014e+00,2.227588246999999910e+00,4.348729368999999956e+00,1.952214182999999936e+00,1.110270839999999981e-01
9.738698439999999845e-01,3.826233581999999966e+00,1.388805599999999932e-02,-4.201557499999999945e-01,4.899766549999999832e-01,7.772993550000000251e-01,1.545614897000000099e+00,2.753540618999999801e+00,5.351190652999999742e+00,1.943385405999999982e+00,1.136669379999999951e-01
9.760223810000000499e-01,3.510565764999999949e+00,1.343783500000000040e-02,-4.125621409999999933e-01,4.737567630000000252e-01,7.620757900000000307e-01,1.521701253000000031e+00,2.555690436999999982e+00,5.184962650000000117e+00,2.028791349000000022e+00,1.119021089999999996e-01
9.754076579999999552e-01,2.849579648999999826e+00,1.213789799999999940e-02,-3.950273300000000098e-01,3.859311449999999755e-01,6.901530620000000393e-01,1.474057087999999904e+00,2.070061063999999895e+00,3.846519747999999961e+00,1.858167286000000029e+00,1.045611399999999969e-01
9.611096470000000114e-01,3.320468093000000120e+00,1.392079599999999917e-02,-4.011574740000000139e-01,3.769508810000000154e-01,7.073403120000000266e-01,1.522801252000000050e+00,2.464519437999999951e+00,3.889011813999999845e+00,1.578000056999999900e+00,8.781134200000000056e-02
9.687266919999999448e-01,3.122507225000000108e+00,1.584941600000000159e-02,-4.377109060000000107e-01,4.142109039999999909e-01,7.433379439999999727e-01,1.563066408999999934e+00,2.138115854000000038e+00,4.977602023000000209e+00,2.328031950999999822e+00,1.040976660000000054e-01
9.819888239999999824e-01,3.662279902999999948e+00,1.416693400000000082e-02,-4.587011539999999998e-01,5.083377100000000537e-01,7.930184080000000080e-01,1.557292603999999914e+00,2.550373221000000079e+00,5.879061258000000123e+00,2.305176830999999815e+00,1.300048229999999916e-01
9.728862830000000184e-01,3.641215937000000125e+00,1.225966000000000035e-02,-4.775073209999999846e-01,5.412268470000000109e-01,8.025241840000000293e-01,1.503917350000000042e+00,2.591088774000000150e+00,6.332375800000000332e+00,2.443905382000000071e+00,1.413312630000000125e-01
9.721252129999999880e-01,3.221626962999999844e+00,1.546212999999999928e-02,-4.281164729999999974e-01,4.262010569999999943e-01,7.502381420000000523e-01,1.577432799000000108e+00,2.224081223999999857e+00,5.055123755000000330e+00,2.272904288999999967e+00,1.001419429999999972e-01
9.630782959999999449e-01,2.969445594999999827e+00,1.529951000000000054e-02,-4.149844569999999733e-01,3.208636650000000201e-01,6.937809830000000177e-01,1.591707599999999889e+00,2.008145116000000119e+00,3.702490269000000112e+00,1.843736411000000075e+00,9.241025299999999776e-02
9.684344099999999678e-01,3.374382783000000163e+00,1.417551000000000054e-02,-4.347964140000000199e-01,4.173860719999999969e-01,7.437010269999999590e-01,1.567224747000000029e+00,2.343063813000000106e+00,4.502952052999999566e+00,1.921822200999999897e+00,1.083689619999999992e-01
9.830001080000000391e-01,3.255694153999999951e+00,1.454140100000000067e-02,-4.135776760000000052e-01,4.548596309999999865e-01,7.451274940000000013e-01,1.494604747999999983e+00,2.355775138999999907e+00,4.798243556000000076e+00,2.036800320000000220e+00,1.185746210000000050e-01
9.724649330000000313e-01,3.144152325999999942e+00,1.375676600000000013e-02,-4.238834060000000181e-01,4.826691419999999955e-01,7.593790510000000271e-01,1.491356354000000106e+00,2.250131421999999937e+00,5.442760895000000154e+00,2.418863556999999886e+00,1.214352229999999949e-01
9.772193489999999594e-01,2.866172016999999794e+00,1.389345600000000021e-02,-4.463807169999999824e-01,4.333447249999999862e-01,7.471463499999999591e-01,1.516152512999999979e+00,1.989373905000000109e+00,5.098141898999999810e+00,2.562686624999999996e+00,1.235686809999999997e-01
9.693487440000000399e-01,3.761826473999999809e+00,1.268953999999999915e-02,-4.225877120000000042e-01,5.304931280000000360e-01,7.801689339999999806e-01,1.472182882000000026e+00,2.828554758000000113e+00,5.713600795999999704e+00,2.019971782999999910e+00,1.185119669999999958e-01
9.736713799999999752e-01,4.014327788000000119e+00,1.532721199999999978e-02,-4.430638630000000022e-01,5.029730500000000326e-01,7.882239199999999668e-01,1.538050297000000066e+00,2.887264361000000168e+00,5.557916462999999752e+00,1.924976645000000097e+00,1.188209090000000023e-01
9.721873410000000382e-01,3.209527791000000185e+00,1.357871599999999936e-02,-4.065121819999999997e-01,4.627727209999999980e-01,7.412229270000000314e-01,1.476481487999999898e+00,2.358875296999999982e+00,4.913033125000000112e+00,2.082786288999999957e+00,1.113380320000000034e-01
9.735728420000000494e-01,3.781452213000000118e+00,1.369794000000000046e-02,-4.499158400000000113e-01,5.399505940000000059e-01,7.986046220000000417e-01,1.503317264000000097e+00,2.772468624000000048e+00,6.154897454000000323e+00,2.220006171000000084e+00,1.336977000000000027e-01
9.678667770000000115e-01,2.523307901999999991e+00,1.484782899999999989e-02,-3.919875729999999781e-01,3.714771330000000149e-01,6.857494159999999450e-01,1.492872175000000023e+00,1.765592406999999975e+00,4.115996463000000105e+00,2.331226871000000145e+00,1.007637400000000044e-01
9.756867200000000073e-01,2.869051235000000144e+00,1.263725400000000054e-02,-4.431773549999999950e-01,4.938525309999999835e-01,7.634052669999999985e-01,1.488339336999999984e+00,2.015035748999999932e+00,5.551567568000000286e+00,2.755071501999999839e+00,1.379705800000000093e-01
9.529267059999999567e-01,1.995201320999999917e+00,1.127506799999999920e-02,-3.722592089999999798e-01,3.811925039999999876e-01,6.491465459999999910e-01,1.387006256000000048e+00,1.472208170999999899e+00,4.553736104999999590e+00,3.093133292000000090e+00,1.102078019999999936e-01
9.774244610000000222e-01,2.884581643999999834e+00,1.220305500000000085e-02,-4.032233740000000233e-01,4.384929940000000248e-01,7.265706539999999825e-01,1.472603388000000013e+00,2.079232220999999825e+00,4.711713529999999928e+00,2.266083356999999854e+00,1.179540760000000049e-01
9.752627010000000096e-01,3.305987372000000146e+00,1.155253200000000077e-02,-3.880161819999999873e-01,5.097350569999999914e-01,7.545044990000000507e-01,1.430465437999999923e+00,2.510285706999999977e+00,5.298749517000000075e+00,2.110815316000000053e+00,1.214010330000000054e-01
9.641990529999999726e-01,2.940354423000000050e+00,1.425088000000000049e-02,-4.414921600000000224e-01,4.232076659999999824e-01,7.463337089999999563e-01,1.561075390000000063e+00,1.990367272000000076e+00,4.836558968000000291e+00,2.429983167000000055e+00,1.186661009999999961e-01
9.872217739999999964e-01,3.384693890999999955e+00,1.386640500000000005e-02,-4.501071770000000249e-01,4.904207409999999934e-01,7.769298479999999785e-01,1.538064520999999907e+00,2.368459882999999877e+00,5.746841705999999661e+00,2.426404494999999883e+00,1.152268649999999978e-01
9.828902419999999696e-01,2.188998951999999942e+00,1.276761799999999968e-02,-4.225885659999999988e-01,3.786618620000000157e-01,6.823821399999999704e-01,1.458257731000000001e+00,1.541888276999999974e+00,4.759422812999999586e+00,3.086749465000000026e+00,1.011009380000000013e-01
9.712205640000000084e-01,3.454585659000000142e+00,1.430754700000000032e-02,-4.569892890000000207e-01,4.609868779999999888e-01,7.766973329999999898e-01,1.579634256999999931e+00,2.404734122999999890e+00,5.573215131000000433e+00,2.317601384000000042e+00,1.158616739999999978e-01
9.795672669999999638e-01,3.330321308999999896e+00,1.516790600000000010e-02,-4.257768980000000147e-01,4.303210800000000225e-01,7.536531779999999792e-01,1.575902412999999891e+00,2.279624611000000023e+00,4.831077363000000346e+00,2.119242502000000083e+00,1.149996449999999976e-01
9.716440189999999699e-01,3.499502409000000203e+00,1.397948700000000051e-02,-4.648454610000000153e-01,5.198450970000000337e-01,7.919691030000000076e-01,1.517858077000000083e+00,2.463853311999999907e+00,5.922121543000000266e+00,2.403601511000000190e+00,1.368348970000000109e-01
9.835045300000000434e-01,3.529171880999999900e+00,1.235687899999999943e-02,-4.509965180000000129e-01,4.940686830000000085e-01,7.700634530000000089e-01,1.484700506999999892e+00,2.594057450000000209e+00,5.345690078999999706e+00,2.060744676000000108e+00,1.256212600000000124e-01
9.718618820000000103e-01,2.919119837999999856e+00,1.382509699999999973e-02,-3.852037730000000271e-01,4.237618419999999997e-01,7.242318620000000040e-01,1.498017755000000006e+00,2.075248724000000156e+00,4.631825087000000174e+00,2.231937325000000083e+00,1.090321739999999956e-01
9.829268920000000520e-01,2.937627534000000207e+00,1.018785699999999982e-02,-3.892872510000000008e-01,4.031484430000000230e-01,6.910537260000000348e-01,1.430814819999999932e+00,2.241524198000000023e+00,4.329717668999999880e+00,1.931595329000000083e+00,6.957803299999999747e-02
9.757660590000000189e-01,3.481361149000000044e+00,1.280764900000000081e-02,-4.229528599999999861e-01,4.546958030000000095e-01,7.596427719999999661e-01,1.534783087000000101e+00,2.536274668999999982e+00,5.328686008000000029e+00,2.100989326000000101e+00,1.002493869999999954e-01
9.819575409999999893e-01,3.680523243000000111e+00,1.242645700000000013e-02,-4.104196970000000277e-01,5.005162239999999541e-01,7.665106590000000386e-01,1.479656204000000086e+00,2.805539178000000078e+00,5.346728026000000078e+00,1.905775570000000085e+00,1.040515580000000023e-01
9.780786369999999730e-01,3.465690524999999855e+00,1.289021800000000016e-02,-4.123088149999999952e-01,5.133355530000000000e-01,7.708119310000000057e-01,1.463561211999999889e+00,2.620785128000000075e+00,5.800073561999999683e+00,2.213105339999999810e+00,1.157840940000000041e-01
9.845094020000000334e-01,3.459558836999999887e+00,1.240861099999999995e-02,-3.948985990000000168e-01,4.599615739999999842e-01,7.451868670000000305e-01,1.486941591999999979e+00,2.656377623000000021e+00,5.076132269999999558e+00,1.910922688999999952e+00,8.928730000000000000e-02
9.664112689999999617e-01,3.034209725000000191e+00,1.349122500000000079e-02,-3.991983860000000162e-01,4.170161119999999944e-01,7.271154290000000353e-01,1.514566059999999936e+00,2.150122167000000140e+00,4.502502482999999778e+00,2.094068211999999818e+00,1.093199819999999961e-01
9.729567369999999604e-01,3.551224544000000094e+00,1.337338799999999994e-02,-4.185902959999999728e-01,5.115991699999999920e-01,7.754795869999999702e-01,1.501447484999999915e+00,2.585381973000000055e+00,5.661748073000000048e+00,2.189907771000000114e+00,1.137549769999999932e-01
9.482719179999999914e-01,2.974352736999999802e+00,1.159434999999999980e-02,-4.006406069999999819e-01,4.108156949999999807e-01,7.204739140000000486e-01,1.526482630000000063e+00,2.118189270999999874e+00,4.474846495999999618e+00,2.112581041999999965e+00,1.015698800000000013e-01
9.739348730000000343e-01,3.327710752999999855e+00,1.364444700000000052e-02,-3.915862880000000046e-01,4.855373060000000018e-01,7.527430059999999923e-01,1.469180120999999950e+00,2.496430687999999787e+00,5.209717465999999852e+00,2.086866457999999813e+00,1.149113799999999935e-01
9.686186260000000381e-01,3.519468536999999841e+00,1.390756899999999983e-02,-4.505011079999999835e-01,4.752972919999999823e-01,7.804307600000000011e-01,1.572430213999999937e+00,2.399123354999999957e+00,5.396406891999999900e+00,2.249324479999999848e+00,1.210313830000000063e-01
9.704323849999999529e-01,3.681069756999999942e+00,1.206590100000000040e-02,-4.229338180000000169e-01,5.266646529999999826e-01,7.820738459999999614e-01,1.496775871999999952e+00,2.700265094000000143e+00,5.716810032999999791e+00,2.117129182999999859e+00,1.230774590000000002e-01
9.709707910000000552e-01,3.119348668000000213e+00,1.429704899999999917e-02,-3.994900969999999885e-01,4.298193040000000131e-01,7.399272199999999966e-01,1.534345830999999993e+00,2.195276535000000084e+00,4.737784986000000309e+00,2.158172288999999910e+00,1.104273209999999950e-01
9.780173159999999699e-01,3.338485565000000044e+00,1.219163399999999980e-02,-4.026902820000000105e-01,5.121478050000000115e-01,7.619790319999999451e-01,1.453734636000000080e+00,2.493289664999999822e+00,5.517220124999999697e+00,2.212827576000000018e+00,1.195723749999999946e-01
9.815983130000000001e-01,3.079489109999999918e+00,1.164572399999999966e-02,-3.965875249999999963e-01,4.982121170000000099e-01,7.444317440000000063e-01,1.424039931999999897e+00,2.341652068999999781e+00,5.415549826000000344e+00,2.312704735000000067e+00,1.072078510000000068e-01
9.738715770000000438e-01,3.842217827999999891e+00,1.311608899999999918e-02,-4.137396110000000071e-01,5.049225680000000160e-01,7.786411939999999809e-01,1.526428149000000012e+00,2.779294296000000219e+00,5.438064412000000125e+00,1.956634970000000084e+00,1.154591979999999990e-01
9.730998330000000252e-01,2.974108662999999986e+00,1.294664199999999953e-02,-4.290045989999999865e-01,4.023958260000000120e-01,7.265872780000000031e-01,1.541879401000000094e+00,2.040569765999999952e+00,4.338025972999999702e+00,2.125889565000000037e+00,1.150469679999999995e-01
9.740778979999999976e-01,3.452580956999999895e+00,1.251278200000000007e-02,-4.247304639999999742e-01,5.062006510000000015e-01,7.734079310000000484e-01,1.498061035999999957e+00,2.513476562000000136e+00,5.745383789999999991e+00,2.285831457000000011e+00,1.210702149999999949e-01
9.712193940000000136e-01,3.660464580999999828e+00,1.297532900000000072e-02,-4.286251970000000133e-01,4.863278879999999860e-01,7.749416209999999694e-01,1.540230890999999991e+00,2.585717578000000128e+00,5.255913450000000431e+00,2.032671121999999997e+00,1.199777389999999999e-01
9.726062279999999616e-01,3.063444387000000102e+00,1.197485000000000042e-02,-3.977399919999999867e-01,4.570718830000000121e-01,7.326795000000000391e-01,1.454657209999999923e+00,2.272195443999999842e+00,4.763208383000000268e+00,2.096302232999999848e+00,1.170132690000000031e-01
9.725906979999999757e-01,4.529413213999999854e+00,1.369797199999999923e-02,-4.723332499999999823e-01,5.836671669999999867e-01,8.305238489999999807e-01,1.553710018000000082e+00,3.268090557999999923e+00,7.019787036000000313e+00,2.147978128000000098e+00,1.355958319999999995e-01
9.751793050000000518e-01,3.858214407999999818e+00,1.248463900000000050e-02,-4.283129880000000056e-01,5.277476490000000409e-01,7.861784299999999837e-01,1.502541850999999928e+00,2.830266094000000177e+00,5.595700885000000291e+00,1.977093565999999969e+00,1.226728740000000012e-01
9.654058589999999773e-01,3.136131731999999950e+00,1.300363799999999966e-02,-4.198934719999999898e-01,4.672194239999999943e-01,7.536978359999999544e-01,1.502559822999999906e+00,2.237758143000000199e+00,5.141846951999999860e+00,2.297767061000000055e+00,1.183986459999999963e-01
9.763029090000000521e-01,3.401605685999999906e+00,1.198696100000000084e-02,-3.941461190000000170e-01,5.458902730000000370e-01,7.745976430000000024e-01,1.447578728999999953e+00,2.577154675000000061e+00,6.087392539999999741e+00,2.362059443999999786e+00,1.170214720000000014e-01
9.679080490000000481e-01,3.252978639999999810e+00,1.356773399999999970e-02,-4.536200029999999939e-01,4.457244890000000015e-01,7.610660799999999782e-01,1.559629189000000027e+00,2.240605665999999996e+00,5.165213951000000137e+00,2.305275770000000168e+00,1.078449989999999969e-01
9.727542710000000037e-01,3.756755168999999839e+00,1.360548699999999944e-02,-4.314264529999999875e-01,5.044511210000000023e-01,7.808773300000000361e-01,1.527480498999999936e+00,2.712070745000000116e+00,5.553373708999999714e+00,2.047650754999999823e+00,1.149519410000000019e-01
9.689256809999999831e-01,3.999145582999999782e+00,1.188367100000000016e-02,-4.396440750000000230e-01,5.523681230000000442e-01,8.019586490000000234e-01,1.513495081000000075e+00,2.917833675999999876e+00,6.185725911999999660e+00,2.119972075000000178e+00,1.278536740000000005e-01
9.807225419999999749e-01,3.603904056999999828e+00,1.235845999999999993e-02,-4.156864619999999788e-01,4.937231209999999870e-01,7.663609710000000019e-01,1.489651029000000015e+00,2.600389123999999885e+00,5.111563391999999872e+00,1.965691728999999999e+00,1.184505930000000068e-01
9.798759719999999840e-01,4.038264940000000358e+00,1.440768499999999994e-02,-4.431943569999999832e-01,4.768775180000000002e-01,7.814633340000000095e-01,1.570330208999999977e+00,2.894989105000000063e+00,5.309661135999999892e+00,1.834086741999999992e+00,1.070723249999999960e-01
9.794363579999999514e-01,3.710110671999999887e+00,1.426845099999999970e-02,-4.309059450000000124e-01,5.096389359999999868e-01,7.817062980000000216e-01,1.521525022000000060e+00,2.679859167000000042e+00,5.652593970999999939e+00,2.109287697000000072e+00,1.165195200000000014e-01
9.759361279999999583e-01,3.139530703999999783e+00,1.317120599999999954e-02,-4.121744860000000066e-01,3.906323219999999763e-01,7.111666739999999987e-01,1.503058267999999975e+00,2.256425968999999920e+00,4.140351464000000092e+00,1.834915711999999921e+00,9.249462599999999646e-02
9.738888620000000218e-01,3.017884770999999855e+00,1.333055300000000019e-02,-4.063808130000000074e-01,4.406653070000000061e-01,7.248188150000000052e-01,1.469552876000000063e+00,2.208968105999999931e+00,4.676816588000000330e+00,2.117195161999999797e+00,1.062957689999999983e-01
9.817689050000000250e-01,3.897232704999999964e+00,1.271826199999999928e-02,-4.188860460000000119e-01,5.210346790000000006e-01,7.832121220000000106e-01,1.507756985999999966e+00,2.902619672000000151e+00,5.653956835999999875e+00,1.947880698999999938e+00,1.067394559999999964e-01
9.734245500000000551e-01,2.337012705999999884e+00,1.359603199999999922e-02,-3.391112419999999794e-01,3.025765409999999767e-01,6.053438650000000365e-01,1.421264405000000064e+00,1.766395849000000018e+00,3.165147666000000193e+00,1.791867698999999980e+00,8.302388099999999382e-02
9.814051190000000480e-01,3.653529434000000187e+00,1.379523300000000050e-02,-4.341240749999999982e-01,5.194168209999999730e-01,7.838319390000000331e-01,1.500842473999999926e+00,2.666713870999999791e+00,5.683565533000000336e+00,2.131299348000000204e+00,1.232887309999999986e-01
9.822854380000000107e-01,3.148832242000000115e+00,1.475966800000000009e-02,-4.182765740000000121e-01,3.720654820000000029e-01,7.137763630000000248e-01,1.534667994000000091e+00,2.224839800999999895e+00,4.486876013999999913e+00,2.016718691999999979e+00,5.477628200000000253e-02
9.778690330000000541e-01,3.013915707000000221e+00,1.164532000000000067e-02,-3.893593510000000202e-01,4.767469309999999849e-01,7.366983510000000290e-01,1.444706092999999969e+00,2.235863617000000136e+00,5.012971166999999895e+00,2.242073769000000105e+00,1.137495709999999938e-01
9.686968849999999520e-01,3.303318892000000062e+00,1.244045899999999920e-02,-4.198430590000000184e-01,4.947582640000000032e-01,7.630993430000000410e-01,1.472865757000000109e+00,2.412257595999999893e+00,5.376596490999999922e+00,2.228864986000000048e+00,1.206215320000000035e-01
9.651792700000000336e-01,2.897837184000000121e+00,1.311818600000000043e-02,-3.917838880000000246e-01,4.116245379999999843e-01,7.133510739999999739e-01,1.483758391000000065e+00,2.069371906999999844e+00,4.252737772999999777e+00,2.055086259999999942e+00,1.194089920000000055e-01
9.886099160000000330e-01,2.370310948000000195e+00,1.320093299999999976e-02,-3.949655759999999849e-01,3.668708030000000231e-01,6.868426090000000483e-01,1.498558948999999973e+00,1.655876249000000078e+00,4.460499548999999675e+00,2.693739674999999778e+00,1.083884569999999936e-01
9.676219369999999875e-01,3.177879984000000047e+00,1.386847100000000027e-02,-4.037345099999999909e-01,4.719746770000000091e-01,7.537698290000000023e-01,1.517024463999999906e+00,2.261811097999999909e+00,5.176130163999999922e+00,2.288489152999999998e+00,1.206627749999999999e-01
9.617467830000000495e-01,3.446600262000000026e+00,1.413731900000000062e-02,-4.641249049999999765e-01,5.439226470000000369e-01,7.964691649999999790e-01,1.491096364999999979e+00,2.473619081999999914e+00,6.383386510000000236e+00,2.580585892999999853e+00,1.440915550000000100e-01
9.650368710000000183e-01,2.912965722000000035e+00,1.273408399999999968e-02,-4.324974429999999814e-01,4.528250320000000162e-01,7.461783490000000185e-01,1.503308757000000107e+00,2.053175165999999940e+00,5.152353601999999810e+00,2.509456419000000160e+00,1.217872120000000058e-01
9.560890920000000293e-01,3.513153713999999983e+00,1.278588299999999962e-02,-4.362874500000000211e-01,5.330319580000000279e-01,7.873737920000000168e-01,1.479481518000000051e+00,2.549232940000000003e+00,5.898230439999999852e+00,2.313727532000000142e+00,1.354098069999999931e-01
9.694167940000000261e-01,3.277209463000000156e+00,1.282269500000000027e-02,-4.511294439999999906e-01,4.953430870000000152e-01,7.736094279999999879e-01,1.502353177999999900e+00,2.331361052000000100e+00,5.535503252999999901e+00,2.374365501000000211e+00,1.315955580000000014e-01
9.708303539999999510e-01,2.756718615000000039e+00,1.282865099999999994e-02,-3.877219689999999996e-01,4.412479140000000188e-01,7.224315040000000021e-01,1.458062230999999986e+00,1.997998356000000086e+00,4.697434762000000319e+00,2.351070383999999791e+00,1.183202230000000021e-01
9.809765040000000269e-01,2.802481520999999809e+00,1.255039600000000012e-02,-3.757957889999999912e-01,4.550303960000000036e-01,7.192349710000000007e-01,1.434214724000000052e+00,2.067852402000000200e+00,4.840082982000000200e+00,2.340632713999999837e+00,1.170478269999999932e-01
9.709107590000000121e-01,2.926080937000000048e+00,1.284989299999999939e-02,-4.240595400000000126e-01,4.571589240000000220e-01,7.470662630000000082e-01,1.494633059000000097e+00,2.085633582999999902e+00,5.102008502000000334e+00,2.446263113000000100e+00,1.209490950000000065e-01
9.719676919999999942e-01,3.882773062000000053e+00,1.293585600000000078e-02,-4.024134979999999806e-01,5.133547429999999467e-01,7.713679430000000004e-01,1.470245924000000093e+00,2.962341003000000139e+00,5.334860553999999588e+00,1.800893464999999916e+00,1.147261809999999965e-01
9.782557720000000234e-01,3.252180902000000096e+00,1.300842800000000070e-02,-4.155846380000000062e-01,4.414529839999999927e-01,7.419939030000000102e-01,1.502032687999999894e+00,2.434482189000000130e+00,5.226315890999999603e+00,2.146787483000000218e+00,9.176802700000000201e-02
9.835105539999999813e-01,3.133027738000000006e+00,1.335801799999999928e-02,-3.919494860000000136e-01,4.181981909999999969e-01,7.225272270000000496e-01,1.507911365000000004e+00,2.310382874000000086e+00,4.702249862000000391e+00,2.035268662000000006e+00,8.664178399999999947e-02
9.822994240000000321e-01,3.450006296999999833e+00,1.324384900000000025e-02,-4.167213750000000050e-01,4.595608190000000093e-01,7.559184270000000039e-01,1.525615616999999924e+00,2.526560643999999911e+00,5.427232395999999959e+00,2.148071294999999825e+00,8.662390100000000315e-02
9.732671849999999791e-01,3.470410563999999809e+00,1.367355299999999975e-02,-4.323252380000000006e-01,4.764239530000000111e-01,7.682672090000000065e-01,1.540859827000000015e+00,2.479318866999999926e+00,5.331321718999999959e+00,2.150317085000000183e+00,1.214561940000000034e-01
9.679312260000000334e-01,2.760182712999999843e+00,1.207249699999999974e-02,-3.676385839999999905e-01,4.339361959999999963e-01,6.972033100000000205e-01,1.422695333000000062e+00,2.071055483999999947e+00,4.304232296000000346e+00,2.078279568000000133e+00,1.045492040000000067e-01
